#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-03 18:53:10
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 03:34:09 W3SVC3236 GET / - - 141.8.142.11 HTTP/1.1 Mozilla/5.0+(compatible;+YandexBot/3.0;++http://yandex.com/bots) - - www.xtruline.com 200 0 0 5136 281 186
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-04 04:40:15
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 04:40:14 W3SVC3236 GET / - - 180.76.15.16 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - - www.xtruline.com 200 0 0 5155 218 415
2016-10-04 04:52:52 W3SVC3236 HEAD / - - 45.79.71.122 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) - http://uptime.com/xtruline.com xtruline.com 200 0 0 248 167 258
2016-10-04 04:52:52 W3SVC3236 GET / - - 45.79.71.122 HTTP/1.1 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) - - xtruline.com 200 0 0 1716 148 504
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-04 05:41:26
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 05:41:26 W3SVC3236 GET / - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - - www.xtruline.com 200 0 0 5136 375 479
2016-10-04 05:41:26 W3SVC3236 GET /css/skdslider.css - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 2366 341 268
2016-10-04 05:41:26 W3SVC3236 GET /css/style.css - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 20573 337 393
